{'name': 'RL n=20 T=6', 'total_time': 33, 'decision_time': 33, 'conflict_time': 26, 'RL_time': 7}
{'name': 'RL n=20 T=6 filterT', 'total_time': 34, 'decision_time': 34, 'conflict_time': 26, 'RL_time': 8}
{'name': 'RL-smf n=20 T=6', 'total_time': 37, 'decision_time': 37, 'conflict_time': 28, 'RL_time': 7}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 39, 'decision_time': 39, 'conflict_time': 27, 'RL_time': 10}
{'name': 'RL n=50 T=6', 'total_time': 253, 'decision_time': 252, 'conflict_time': 197, 'RL_time': 55}
{'name': 'RL n=50 T=6 filterT', 'total_time': 246, 'decision_time': 245, 'conflict_time': 196, 'RL_time': 49}
{'name': 'RL-smf n=50 T=6', 'total_time': 262, 'decision_time': 261, 'conflict_time': 210, 'RL_time': 47}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 253, 'decision_time': 253, 'conflict_time': 200, 'RL_time': 48}
{'name': 'RL n=100 T=6', 'total_time': 1280, 'decision_time': 1279, 'conflict_time': 778, 'RL_time': 501}
{'name': 'RL n=100 T=6 filterT', 'total_time': 992, 'decision_time': 991, 'conflict_time': 746, 'RL_time': 242}
{'name': 'RL-smf n=100 T=6', 'total_time': 1032, 'decision_time': 1031, 'conflict_time': 766, 'RL_time': 252}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 1202, 'decision_time': 1202, 'conflict_time': 747, 'RL_time': 442}
